Col1:IMonitor1, Col2:IMonitor2, Col3: VL, Col4: Timestamp[us], Col5:error_code|| Configuración de Ganancias GMonitorI1=10[V/V],GMonitorI2=50[V/V],GV1=0.00340[V/V]|| (f(x)=x*k+b);kI1=0.0016113[A], bI1=-0.0552832[A],kI2=0.0001611[A], bI2=-0.0072510[A], kV1=0.0033999
[V]32,26,27,199343,0
33,23,30,214541,0
34,24,33,229785,0
33,23,30,244941,0
33,25,29,260037,0
34,22,24,275219,0
30,21,22,290404,0
32,24,19,305589,0
29,21,20,320730,0
34,24,21,335890,0
31,22,27,351052,0
30,21,23,366252,0
32,25,29,381404,0
31,26,24,401029,0
31,25,25,416333,0
30,22,28,431541,0
29,24,28,446718,0
31,26,28,461870,0
32,22,27,477028,0
30,26,27,492242,0
30,23,26,507407,0
30,22,20,522569,0
29,21,19,537731,0
35,26,20,552961,0
30,24,23,568160,0
31,20,27,583254,0
32,22,30,598400,0
32,25,25,613561,0
35,24,30,628766,0
30,23,30,643951,0
35,23,27,659097,0
32,25,26,674250,0
34,26,21,689451,0
29,22,20,704605,0
30,21,21,719762,0
34,21,23,734947,0
32,24,23,750159,0
32,22,27,765408,0
34,26,30,780561,0
30,24,20,803384,0
32,24,22,822234,0
30,23,20,837437,0
32,22,22,852624,0
31,24,22,867774,0
30,22,26,882911,0
32,21,28,898110,0
33,22,27,913368,0
33,28,29,928471,0
34,23,29,943723,0
34,25,27,958923,0
36,28,26,974115,0
33,25,20,989217,0
32,24,22,1006233,0
32,23,21,1021436,0
33,22,20,1036715,0
32,22,20,1051817,0
34,22,23,1067137,0
33,24,26,1082396,0
34,25,29,1097675,0
34,25,31,1112834,0
34,23,28,1130022,0
36,24,31,1145280,0
34,23,29,1160474,0
35,26,28,1175571,0
34,27,33,1194392,0
33,30,29,1209604,0
30,24,30,1229350,0
33,23,28,1246437,0
32,27,29,1261589,0
36,25,29,1276852,0
34,26,29,1292063,0
34,27,29,1310941,0
31,23,27,1326049,0
31,21,26,1341265,0
31,25,24,1356478,0
35,23,20,1373510,0
34,20,22,1388669,0
33,24,20,1403855,0
32,20,24,1419010,0
33,28,21,1437880,0
32,23,21,1453041,0
38,21,21,1468289,0
32,24,21,1483447,0
32,19,23,1500466,0
34,21,24,1515620,0
33,22,28,1530835,0
30,24,29,1545990,0
31,26,28,1561233,0
34,25,30,1576446,0
33,23,28,1591711,0
34,22,23,1606871,0
32,26,26,1625612,0
31,24,29,1644573,0
30,27,29,1659786,0
34,24,26,1674950,0
33,25,28,1693876,0
36,23,28,1709183,0
34,22,25,1724427,0
31,24,22,1739589,0
33,23,27,1758437,0
34,26,27,1773640,0
33,24,25,1790601,0
33,22,25,1805801,0
34,24,23,1822998,0
35,24,21,1838146,0
35,20,20,1853305,0
31,23,22,1868455,0
32,21,24,1883569,0
29,21,23,1898782,0
31,20,24,1913888,0
31,25,28,1929099,0
35,24,29,1944212,0
30,26,28,1959475,0
35,24,28,1974577,0
32,23,28,1989833,0
36,22,21,2005017,0
32,23,19,2020217,0
32,25,22,2035322,0
32,23,25,2056870,0
32,22,22,2072017,0
36,24,21,2087167,0
31,23,20,2102319,0
31,23,21,2117439,0
34,24,24,2132656,0
33,20,22,2147880,0
30,22,28,2163063,0
31,24,31,2178232,0
32,22,27,2193471,0
33,22,28,2208620,0
29,22,25,2223813,0
33,26,23,2238938,0
32,25,20,2254092,0
35,23,19,2269364,0
32,21,20,2284561,0
33,18,24,2299730,0
32,26,26,2314894,0
30,22,29,2330171,0
32,25,30,2345364,0
34,25,27,2360530,0
34,20,30,2375698,0
32,23,29,2390919,0
32,22,26,2406155,0
34,25,17,2421307,0
32,24,26,2440138,0
30,24,26,2455329,0
