0.0048,	0.0074,	12.0561,	2017-05-30 15:11:48.472110
0.0161,	0.0077,	12.0697,	2017-05-30 15:11:48.475467
0.0097,	0.0077,	12.0493,	2017-05-30 15:11:48.478867
0.0209,	0.0047,	12.0357,	2017-05-30 15:11:48.482340
0.0145,	0.0042,	12.0561,	2017-05-30 15:11:48.485719
0.0129,	0.0035,	12.0527,	2017-05-30 15:11:48.489095
0.0145,	0.0077,	12.0493,	2017-05-30 15:11:48.492468
0.0177,	0.0016,	12.0391,	2017-05-30 15:11:48.495914
0.0129,	0.0081,	12.0561,	2017-05-30 15:11:48.499715
0.0161,	0.0034,	12.0323,	2017-05-30 15:11:48.502551
0.0113,	0.0052,	12.0493,	2017-05-30 15:11:48.505899
0.0145,	0.0074,	12.0527,	2017-05-30 15:11:48.509343
0.0145,	0.0050,	12.0493,	2017-05-30 15:11:48.512758
0.0161,	0.0074,	12.0289,	2017-05-30 15:11:48.516101
0.0226,	0.0045,	12.0357,	2017-05-30 15:11:48.519472
0.0145,	0.0064,	12.0595,	2017-05-30 15:11:48.522873
0.0193,	0.0079,	12.0425,	2017-05-30 15:11:48.526344
0.0161,	0.0076,	12.0323,	2017-05-30 15:11:48.529803
0.0161,	0.0064,	12.0425,	2017-05-30 15:11:48.533175
0.0145,	0.0024,	12.0425,	2017-05-30 15:11:48.536497
0.0097,	0.0074,	12.0561,	2017-05-30 15:11:48.539942
0.0161,	0.0069,	12.0527,	2017-05-30 15:11:48.543372
0.0193,	0.0073,	12.0391,	2017-05-30 15:11:48.546739
0.0177,	0.0050,	12.0459,	2017-05-30 15:11:48.550110
0.0177,	0.0047,	12.0493,	2017-05-30 15:11:48.553476
0.0145,	0.0073,	12.0323,	2017-05-30 15:11:48.556886
0.0064,	0.0066,	12.0697,	2017-05-30 15:11:48.560343
0.0129,	0.0034,	12.0289,	2017-05-30 15:11:48.563802
0.0113,	0.0076,	12.0425,	2017-05-30 15:11:48.567164
0.0209,	0.0061,	12.0493,	2017-05-30 15:11:48.570508
0.0161,	0.0040,	12.0561,	2017-05-30 15:11:48.573885
0.0161,	0.0074,	12.0459,	2017-05-30 15:11:48.577371
0.0161,	0.0074,	12.0323,	2017-05-30 15:11:48.580672
0.0177,	0.0037,	12.0391,	2017-05-30 15:11:48.584026
0.0129,	0.0040,	12.0323,	2017-05-30 15:11:48.587438
0.0177,	0.0074,	12.0527,	2017-05-30 15:11:48.590819
0.0129,	0.0056,	12.0425,	2017-05-30 15:11:48.594221
0.0129,	0.0076,	12.0527,	2017-05-30 15:11:48.597586
0.0145,	0.0056,	12.0391,	2017-05-30 15:11:48.600928
0.0145,	0.0048,	12.0493,	2017-05-30 15:11:48.604361
0.0129,	0.0081,	12.0527,	2017-05-30 15:11:48.607742
0.0193,	0.0076,	12.0527,	2017-05-30 15:11:48.611126
0.0177,	0.0076,	12.0459,	2017-05-30 15:11:48.614500
0.0161,	0.0084,	12.0323,	2017-05-30 15:11:48.617920
0.0177,	0.0063,	12.0561,	2017-05-30 15:11:48.621384
0.0145,	0.0079,	12.0459,	2017-05-30 15:11:48.624600
0.0113,	0.0042,	12.0493,	2017-05-30 15:11:48.628093
0.0129,	0.0081,	12.0391,	2017-05-30 15:11:48.631393
0.0145,	0.0026,	12.0561,	2017-05-30 15:11:48.634792
0.0193,	0.0035,	12.0561,	2017-05-30 15:11:48.638152
0.0177,	0.0077,	12.0731,	2017-05-30 15:11:48.641507
0.0145,	0.0045,	12.0323,	2017-05-30 15:11:48.644893
0.0145,	0.0074,	12.0391,	2017-05-30 15:11:48.648369
0.0161,	0.0029,	12.0459,	2017-05-30 15:11:48.651735
0.0177,	0.0066,	12.0289,	2017-05-30 15:11:48.655063
0.0161,	0.0074,	12.0459,	2017-05-30 15:11:48.658457
0.0161,	0.0037,	12.0493,	2017-05-30 15:11:48.661835
0.0145,	0.0058,	12.0391,	2017-05-30 15:11:48.665297
0.0145,	0.0055,	12.0357,	2017-05-30 15:11:48.668580
0.0097,	0.0034,	12.0527,	2017-05-30 15:11:48.671917
0.0161,	0.0084,	12.0527,	2017-05-30 15:11:48.675352
0.0145,	0.0071,	12.0323,	2017-05-30 15:11:48.678669
0.0113,	0.0069,	12.0391,	2017-05-30 15:11:48.682016
0.0161,	0.0056,	12.0493,	2017-05-30 15:11:48.685445
0.0113,	0.0074,	12.0391,	2017-05-30 15:11:48.688797
0.0161,	0.0064,	12.0425,	2017-05-30 15:11:48.692169
0.0113,	0.0076,	12.0459,	2017-05-30 15:11:48.695520
0.0129,	0.0060,	12.0255,	2017-05-30 15:11:48.698978
0.0129,	0.0055,	12.0527,	2017-05-30 15:11:48.702478
0.0177,	0.0073,	12.0459,	2017-05-30 15:11:48.705796
0.0177,	0.0076,	12.0731,	2017-05-30 15:11:48.709140
0.0097,	0.0073,	12.0527,	2017-05-30 15:11:48.712515
0.0113,	0.0055,	12.0425,	2017-05-30 15:11:48.715918
0.0161,	0.0073,	12.0391,	2017-05-30 15:11:48.719359
0.0161,	0.0074,	12.0493,	2017-05-30 15:11:48.722722
0.0097,	0.0079,	12.0425,	2017-05-30 15:11:48.726149
0.0145,	0.0079,	12.0391,	2017-05-30 15:11:48.729485
0.0193,	0.0042,	12.0561,	2017-05-30 15:11:48.733020
0.0161,	0.0047,	12.0323,	2017-05-30 15:11:48.736348
0.0161,	0.0048,	12.0425,	2017-05-30 15:11:48.739661
0.0161,	0.0082,	12.0357,	2017-05-30 15:11:48.743033
0.0161,	0.0039,	12.0527,	2017-05-30 15:11:48.746461
0.0209,	0.0039,	12.0459,	2017-05-30 15:11:48.749798
0.0145,	0.0064,	12.0425,	2017-05-30 15:11:48.753191
0.0097,	0.0073,	12.0561,	2017-05-30 15:11:48.756528
0.0097,	0.0079,	12.0391,	2017-05-30 15:11:48.759896
0.0161,	0.0040,	12.0493,	2017-05-30 15:11:48.763363
0.0129,	0.0035,	12.0187,	2017-05-30 15:11:48.767664
