GI1=10[A],GI2=50[A],GV1=0.00340[V],Timestamp[us]|| kI1=0.00161, bI1=100,kI2=0.00016, bI2=140, kV1=0.00340
0.0242,0.0000,3.8351,467732,0
0.0306,-0.0008,3.8521,483738,0
0.0274,0.0002,3.8385,499746,0
0.0226,-0.0002,3.8453,515763,0
0.0242,-0.0003,3.8453,531761,0
0.0258,0.0000,3.8419,549530,0
0.0306,-0.0006,3.8351,565465,0
0.0258,0.0003,3.8283,581482,0
0.0290,0.0002,3.8419,597436,0
0.0274,-0.0002,3.8453,616902,0
0.0274,-0.0003,3.8453,632865,0
0.0290,-0.0003,3.8351,648889,0
0.0193,-0.0003,3.8487,665007,0
0.0242,-0.0002,3.8317,684628,0
0.0290,0.0002,3.8419,700589,0
0.0258,0.0000,3.8385,716591,0
0.0274,-0.0005,3.8521,732632,0
0.0274,-0.0002,3.8487,748746,0
0.0322,-0.0005,3.8317,764787,0
0.0338,-0.0002,3.8351,780793,0
0.0209,-0.0005,3.8419,796854,0
0.0290,0.0002,3.8317,814752,0
0.0290,0.0000,3.8487,830749,0
0.0258,-0.0003,3.8317,846785,0
0.0209,-0.0002,3.8419,862742,0
0.0258,-0.0003,3.8419,878784,0
0.0306,-0.0002,3.8351,894741,0
0.0242,0.0000,3.8351,910777,0
0.0258,-0.0003,3.8419,926765,0
0.0306,-0.0006,3.8385,947438,0
0.0306,0.0000,3.8351,963505,0
0.0258,-0.0005,3.8385,979537,0
0.0290,0.0002,3.8351,995527,0
0.0258,-0.0005,3.8317,1011583,0
0.0290,-0.0006,3.8385,1027616,0
0.0274,-0.0002,3.8419,1043623,0
0.0242,0.0000,3.8385,1059751,0
0.0274,0.0000,3.8385,1075752,0
0.0226,-0.0005,3.8385,1091870,0
0.0290,-0.0003,3.8283,1107922,0
0.0242,0.0000,3.8351,1123936,0
0.0274,-0.0005,3.8283,1139937,0
0.0242,-0.0006,3.8317,1156023,0
0.0258,-0.0005,3.8385,1172079,0
0.0290,-0.0006,3.8317,1188115,0
0.0274,-0.0005,3.8317,1207789,0
0.0274,0.0000,3.8317,1223898,0
0.0306,-0.0003,3.8419,1239892,0
0.0242,-0.0005,3.8249,1255841,0
0.0274,-0.0005,3.8385,1271856,0
0.0242,-0.0002,3.8385,1287909,0
0.0306,0.0000,3.8419,1303972,0
0.0274,-0.0003,3.8317,1319909,0
0.0242,0.0002,3.8283,1335910,0
0.0322,0.0002,3.8453,1351961,0
0.0274,-0.0005,3.8419,1368013,0
0.0242,0.0000,3.8419,1383957,0
0.0274,-0.0003,3.8555,1399953,0
0.0242,-0.0003,3.8419,1416020,0
