GI1=10[A],GI2=50[A],GV1=0.00340[V],Timestamp[us]|| kI1=0.00161, bI1=100,kI2=0.00016, bI2=140, kV1=0.003400.0274,-0.0006,3.8419,534698[us],0
0.0258,-0.0003,3.8215,550783[us],0
0.0274,-0.0005,3.8249,566963[us],0
0.0274,-0.0003,3.8181,583061[us],0
0.0242,-0.0005,3.8283,599178[us],0
0.0290,-0.0005,3.8351,615333[us],0
0.0209,-0.0002,3.8283,631540[us],0
0.0306,-0.0003,3.8351,647615[us],0
0.0322,-0.0003,3.8249,663736[us],0
0.0258,-0.0003,3.8419,679822[us],0
0.0258,-0.0002,3.8249,695950[us],0
0.0242,0.0002,3.8555,712108[us],0
0.0274,-0.0005,3.8181,732685[us],0
0.0242,-0.0003,3.8385,748764[us],0
0.0258,-0.0003,3.8385,764892[us],0
0.0274,-0.0003,3.8317,781022[us],0
0.0258,-0.0003,3.8317,797150[us],0
0.0290,-0.0003,3.8283,813221[us],0
0.0258,-0.0005,3.8317,829356[us],0
0.0274,-0.0005,3.8351,845536[us],0
0.0290,0.0000,3.8487,861579[us],0
0.0274,0.0002,3.8283,885010[us],0
0.0274,-0.0003,3.8385,901014[us],0
0.0242,-0.0002,3.8147,917167[us],0
0.0226,-0.0003,3.8181,933261[us],0
0.0258,-0.0006,3.8351,949341[us],0
0.0274,0.0000,3.8249,969115[us],0
0.0306,0.0000,3.8317,985124[us],0
0.0274,-0.0003,3.8249,1001181[us],0
0.0306,0.0003,3.8249,1017214[us],0
0.0274,-0.0005,3.8317,1033344[us],0
0.0274,0.0000,3.8351,1049458[us],0
0.0274,0.0002,3.8283,1065583[us],0
0.0242,-0.0003,3.8181,1081685[us],0
0.0242,0.0000,3.8283,1099533[us],0
0.0242,0.0000,3.8283,1115572[us],0
0.0226,-0.0006,3.8351,1131735[us],0
0.0290,-0.0006,3.8181,1147763[us],0
0.0258,-0.0005,3.8317,1163783[us],0
0.0290,-0.0008,3.8419,1179862[us],0
0.0274,-0.0005,3.8317,1200496[us],0
0.0274,0.0000,3.8351,1216537[us],0
0.0242,-0.0006,3.8351,1232554[us],0
0.0274,-0.0002,3.8385,1248709[us],0
0.0258,-0.0005,3.8351,1264778[us],0
0.0226,-0.0008,3.8147,1280853[us],0
0.0306,-0.0006,3.8283,1296845[us],0
0.0258,-0.0006,3.8249,1313004[us],0
0.0274,-0.0005,3.8521,1329081[us],0
0.0274,-0.0002,3.8385,1345165[us],0
0.0274,-0.0003,3.8249,1361206[us],0
0.0274,-0.0005,3.8317,1377325[us],0
0.0290,-0.0002,3.8385,1393462[us],0
0.0322,-0.0003,3.8385,1411333[us],0
0.0290,-0.0005,3.8249,1431111[us],0
0.0274,-0.0006,3.8351,1447262[us],0
0.0387,0.0211,3.8181,1463344[us],0
0.0580,0.0205,3.8351,1479508[us],0
0.0306,0.0227,3.8521,1495525[us],0
0.0338,0.0330,3.8249,1511656[us],0
0.0354,0.0284,3.8317,1527787[us],0
0.0806,0.0285,3.8147,1545693[us],0
0.0290,0.0019,3.8283,1561728[us],0
0.1998,0.2818,3.7807,1577767[us],0
0.0918,0.0670,3.8147,1593805[us],0
0.0854,0.0646,3.8147,1610005[us],0
0.0757,0.0649,3.8113,1626037[us],0
0.0806,0.0648,3.8113,1642185[us],0
0.0806,0.0648,3.8011,1662883[us],0
0.0806,0.0651,3.8181,1679019[us],0
0.0806,0.0646,3.8045,1695014[us],0
0.0822,0.0645,3.8147,1711090[us],0
0.0854,0.0657,3.8113,1727143[us],0
0.0822,0.0653,3.8045,1743245[us],0
0.0822,0.0657,3.8045,1759345[us],0
0.0790,0.0656,3.8045,1775478[us],0
0.0790,0.0651,3.8113,1791584[us],0
0.0790,0.0653,3.8113,1807662[us],0
0.0806,0.0651,3.8113,1823837[us],0
0.0838,0.0654,3.8113,1839911[us],0
0.0773,0.0656,3.8045,1856080[us],0
0.0838,0.0653,3.8045,1872202[us],0
0.0822,0.0656,3.8215,1891984[us],0
0.0790,0.0646,3.8113,1908067[us],0
0.0806,0.0649,3.8215,1924165[us],0
0.0806,0.0649,3.8113,1940243[us],0
0.0806,0.0648,3.8113,1956432[us],0
0.0822,0.0649,3.8011,1972505[us],0
0.0790,0.0651,3.7977,1988584[us],0
0.0790,0.0651,3.8113,2004618[us],0
0.0854,0.0686,3.8147,2020786[us],0
0.0773,0.0649,3.8079,2036871[us],0
0.0886,0.3016,3.8113,2052955[us],0
0.0773,0.0645,3.8045,2068979[us],0
0.0822,0.0645,3.7977,2085145[us],0
