GI1=10[A],GI2=50[A],GV1=0.00340[V],Timestamp[us]|| kI1=0.00161, bI1=100,kI2=0.00016, bI2=140, kV1=0.00340
0.0306,-0.0003,3.8317,491139,0
0.0274,-0.0002,3.8385,507043,0
0.0274,-0.0002,3.8385,526656,0
0.0290,-0.0002,3.8487,542438,0
0.0274,0.0000,3.8419,558232,0
0.0242,-0.0002,3.8249,574046,0
0.0242,0.0000,3.8419,591786,0
0.0306,-0.0003,3.8419,607548,0
0.0258,-0.0002,3.8385,623419,0
0.0258,0.0005,3.8283,639158,0
0.0258,-0.0003,3.8385,656930,0
0.0322,-0.0005,3.8419,672794,0
0.0290,-0.0002,3.8317,688657,0
0.0274,-0.0002,3.8385,710886,0
0.0274,-0.0002,3.8385,726672,0
0.0258,-0.0002,3.8351,742605,0
0.0274,-0.0006,3.8351,758390,0
0.0258,-0.0003,3.8351,777941,0
0.0226,-0.0006,3.8419,793665,0
0.0242,-0.0002,3.8317,809581,0
0.0290,0.0000,3.8419,825407,0
0.0274,-0.0003,3.8419,844806,0
0.0290,0.0000,3.8487,860581,0
0.0226,-0.0002,3.8453,876522,0
0.0242,0.0002,3.8385,892315,0
0.0274,-0.0002,3.8453,910095,0
0.0274,-0.0003,3.8419,925925,0
0.0258,-0.0005,3.8283,941700,0
0.0209,0.0000,3.8385,957565,0
0.0274,-0.0003,3.8317,977040,0
0.0258,-0.0003,3.8351,992858,0
0.0306,-0.0006,3.8419,1008680,0
0.0258,-0.0002,3.8419,1024554,0
0.0290,-0.0005,3.8385,1040326,0
0.0226,-0.0002,3.8283,1056099,0
0.0290,-0.0005,3.8351,1071886,0
0.0338,-0.0005,3.8453,1087774,0
0.0290,-0.0003,3.8521,1103589,0
0.0258,-0.0003,3.8453,1119403,0
0.0290,-0.0003,3.8657,1135225,0
0.0242,-0.0005,3.8521,1151055,0
0.0242,-0.0005,3.8521,1166939,0
0.0258,0.0000,3.8487,1182759,0
0.0258,-0.0003,3.8385,1198533,0
0.0306,-0.0006,3.8555,1214364,0
0.0226,-0.0008,3.8555,1234656,0
0.0290,-0.0002,3.8453,1250502,0
0.0290,-0.0003,3.8453,1266322,0
0.0274,-0.0006,3.8453,1282191,0
0.0290,-0.0002,3.8453,1298028,0
0.0338,0.0000,3.8317,1313858,0
0.0274,0.0000,3.8419,1329676,0
0.0274,-0.0005,3.8487,1345496,0
0.0274,-0.0003,3.8351,1361225,0
0.0258,0.0000,3.8453,1377115,0
0.0258,-0.0005,3.8385,1392963,0
0.0242,-0.0005,3.8351,1408708,0
0.0274,0.0000,3.8283,1424554,0
0.0290,0.0000,3.8317,1440423,0
0.0274,-0.0003,3.8487,1456242,0
0.0306,0.0002,3.8351,1472038,0
0.0274,-0.0005,3.8351,1491522,0
0.0322,0.0000,3.8385,1507417,0
0.0322,-0.0003,3.8351,1523274,0
0.0290,-0.0005,3.8351,1539062,0
0.0306,-0.0003,3.8487,1554827,0
0.0306,-0.0003,3.8419,1570660,0
0.0306,-0.0002,3.8487,1586534,0
0.0290,-0.0002,3.8419,1602322,0
0.0322,-0.0008,3.8453,1618157,0
0.0242,-0.0003,3.8487,1633986,0
0.0306,-0.0003,3.8487,1649873,0
0.0338,-0.0006,3.8487,1665605,0
0.0290,-0.0002,3.8487,1681435,0
0.0322,-0.0002,3.8453,1697268,0
0.0290,-0.0002,3.8249,1713131,0
0.0274,-0.0003,3.8589,1733403,0
0.0258,-0.0005,3.8487,1749242,0
0.0274,0.0000,3.8453,1765071,0
0.0274,-0.0003,3.8487,1780806,0
0.0322,-0.0005,3.8453,1796645,0
0.0258,-0.0002,3.8385,1812487,0
0.0274,-0.0002,3.8487,1828275,0
0.0306,-0.0003,3.8385,1844110,0
0.0242,0.0002,3.8453,1860020,0
0.0242,0.0000,3.8453,1875827,0
0.0274,-0.0002,3.8555,1899004,0
0.0306,0.0002,3.8555,1914782,0
0.0322,0.0000,3.8419,1930566,0
0.0274,0.0000,3.8487,1946399,0
0.0290,-0.0002,3.8419,1962121,0
0.0274,-0.0003,3.8453,1978004,0
0.0242,-0.0003,3.8317,1997482,0
0.0258,-0.0006,3.8385,2013237,0
0.0306,-0.0002,3.8385,2028982,0
0.0306,-0.0005,3.8419,2044831,0
0.0306,-0.0005,3.8419,2060667,0
0.0354,-0.0002,3.8351,2076463,0
0.0290,-0.0006,3.8419,2092255,0
0.0242,0.0000,3.8385,2108131,0
0.0274,0.0000,3.8385,2123960,0
0.0274,-0.0005,3.8487,2139746,0
0.0242,-0.0005,3.8351,2155474,0
0.0258,-0.0005,3.8419,2171492,0
0.0242,-0.0002,3.8453,2187386,0
0.0258,0.0002,3.8453,2203293,0
0.0306,-0.0006,3.8589,2219078,0
0.0226,0.0002,3.8453,2235031,0
0.0290,-0.0005,3.8351,2257159,0
0.0322,0.0000,3.8351,2272940,0
0.0274,-0.0005,3.8419,2292274,0
0.0242,-0.0002,3.8419,2308066,0
0.0226,-0.0002,3.8385,2323923,0
0.0258,-0.0003,3.8351,2339715,0
0.0306,-0.0005,3.8317,2357352,0
0.0258,-0.0002,3.8385,2373127,0
0.0242,-0.0002,3.8317,2390640,0
0.0274,-0.0005,3.8419,2406471,0
0.0322,-0.0002,3.8317,2425841,0
0.0290,-0.0003,3.8419,2441576,0
0.0258,-0.0005,3.8419,2457455,0
0.0258,-0.0005,3.8283,2473302,0
0.0242,-0.0002,3.8453,2492699,0
0.0612,0.0180,3.8283,2523047,0
0.0548,0.0182,3.8351,2541550,0
0.0757,0.0334,3.8419,2563687,0
0.0064,0.0290,3.8317,2582201,0
0.0193,0.0285,3.8215,2600708,0
0.1563,0.1832,3.8011,2619165,0
0.0854,0.0674,3.8113,2641254,0
0.0773,0.0649,3.8011,2659755,0
0.0838,0.0648,3.8147,2678285,0
0.0790,0.0643,3.8147,2696748,0
0.0757,0.0646,3.8181,2717106,0
0.0773,0.0648,3.8147,2735613,0
0.0806,0.0649,3.8283,2754133,0
0.0773,0.0659,3.8113,2772546,0
0.0838,0.0648,3.8011,2791188,0
0.0822,0.0645,3.8113,2809751,0
0.0806,0.0648,3.8215,2832787,0
0.0822,0.0653,3.8113,2853027,0
0.0822,0.0646,3.8079,2871485,0
0.0838,0.0651,3.8147,2890141,0
0.0806,0.0648,3.8215,2908601,0
0.0854,0.0640,3.8147,2928859,0
0.0790,0.0649,3.8283,2947326,0
0.0790,0.0649,3.8215,2966016,0
0.0822,0.0651,3.8181,2984516,0
0.0806,0.0656,3.8147,3003116,0
0.0757,0.0643,3.8045,3021564,0
0.0822,0.0661,3.8249,3040010,0
0.0822,0.0648,3.8181,3058510,0
0.0790,0.0645,3.8147,3077021,0
